,Unnamed: 0,player_id,player_name,club,birthday,age,foot,position_id,squad_num,total_xG,total_xA,total_xG+xA,goals,xG+xA/90,transfer_value(USD),total_minutes_played
289,280,16283.0,Ignacio Canuto,Squad Club Atlético Tigre,"Feb 20, 1986 (32)",32,right,Defender,6.0,0.3799999952316284,0.3,0.68,0.0,0.06,0.4,1080.0
290,281,97643.0,Fabrizio Angileri,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Apr 15, 1994 (24)",24,left,Defender,21.0,0.3700000047683716,0.11,0.48,0.0,0.04,2.86,1058.23
291,282,479.0,Carlos Araujo,Squad Club Atlético Huracán,"Nov 19, 1981 (37)",37,right,Defender,4.0,0.3700000047683716,0.11,0.48,1.0,0.08,0.17,540.0
292,283,115360.0,Jonathan Cabral,Squad Club Atlético Tucumán,"May 10, 1992 (26)",26,right,Defender,31.0,0.3700000047683716,0.22,0.59,0.0,0.05,0.69,1080.0
293,284,94965.0,Hernán Petryk,Squad Club Atlético San Martín (Tucumán),"Oct 21, 1994 (24)",24,right,Defender,32.0,0.3700000047683716,0.3,0.67,0.0,0.09,0.34,670.07
294,285,33562.0,Gastón Bojanich,Squad Asociación Atlética Argentinos Juniors,"Apr 23, 1985 (33)",33,left,Defender,23.0,0.3700000047683716,0.18,0.55,0.0,0.05,0.23,1080.0
295,286,66889.0,Gastón Campi,Squad Club Estudiantes de La Plata,"Apr 6, 1991 (27)",27,left,Defender,15.0,0.36000001430511475,0.0,0.36,0.0,0.06,1.71,582.88
296,287,16011.0,Clemente Rodríguez,Squad Club Atlético Colón,"Jul 31, 1981 (37)",37,left,Defender,3.0,0.36000001430511475,0.32,0.68,1.0,0.17,0.34,351.62
297,288,158998.0,Jalil Elías,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Apr 25, 1996 (22)",22,right,Midfielder,10.0,0.36000001430511475,0.08,0.44,0.0,0.04,0.97,1080.0
298,289,137579.0,Emiliano Amor,Squad Club Atlético Aldosivi,"May 16, 1995 (23)",23,right,Defender,32.0,0.36000001430511475,0.16,0.52,0.0,0.04,0.91,1170.0
299,290,3116.0,Carlos Luna,Squad Club Atlético Tigre,"Jan 17, 1982 (36)",36,right,Forward,7.0,0.36000001430511475,0.05,0.41,1.0,0.87,0.34,42.35
300,291,127161.0,Mauricio Tévez,Squad Club Social y Deportivo Defensa y Justicia,"Jul 31, 1996 (22)",22,right,Forward,32.0,0.3499999940395355,0.25,0.6,0.0,0.27,1.71,200.05
301,292,173021.0,Leandro Maciel,Squad Club Atlético Lanús,"Dec 29, 1995 (22)",22,right,Midfielder,5.0,0.3499999940395355,0.05,0.4,1.0,0.07,0.46,541.42
302,293,44480.0,Jorge Pereyra Díaz,Squad Club Atlético Lanús,"Aug 5, 1990 (28)",28,right,Forward,14.0,0.3499999940395355,0.22,0.57,0.0,0.12,1.14,437.88
303,294,170137.0,Agustín Almendra,Squad Club Atlético Boca Juniors,"Feb 11, 2000 (18)",18,right,Midfielder,39.0,0.3499999940395355,0.1,0.45,0.0,0.06,0.57,717.57
304,295,95547.0,Osmar Leguizamón,Squad Club Deportivo Godoy Cruz Antonio Tomba,"May 11, 1994 (24)",24,right,Midfielder,27.0,0.3499999940395355,0.07,0.42,0.0,0.13,,288.8
305,296,87515.0,Nicolás Pantaleone,Squad Club Atlético Patronato de la Juventud Católica,"Dec 28, 1996 (21)",21,-,Defender,25.0,0.3499999940395355,0.0,0.35,0.0,0.05,,630.0
306,297,174238.0,José Correia,Squad Club Atlético Newell's Old Boys,"Apr 17, 1990 (28)",28,left,Forward,30.0,0.3499999940395355,0.0,0.35,0.0,1.57,,20.08
307,297,174238.0,José Correia,Squad Club Atlético Newell's Old Boys,"Apr 17, 1990 (28)",28,left,Forward,30.0,0.3499999940395355,0.0,0.35,0.0,1.57,,20.08
308,298,174238.0,José Correia,Squad Club Atlético Newell's Old Boys,"Oct 22, 1996 (22)",22,left,Forward,30.0,0.3499999940395355,0.0,0.35,0.0,1.57,0.17,20.08
309,298,174238.0,José Correia,Squad Club Atlético Newell's Old Boys,"Oct 22, 1996 (22)",22,left,Forward,30.0,0.3499999940395355,0.0,0.35,0.0,1.57,0.17,20.08
310,299,629.0,Jonás Gutiérrez,Squad Club Social y Deportivo Defensa y Justicia,"Jul 5, 1983 (35)",35,right,Midfielder,23.0,0.3400000035762787,0.34,0.68,0.0,0.38,0.86,161.15
311,300,179441.0,Maximiliano Lovera,Squad Club Atlético Rosario Central,"Mar 9, 1999 (19)",19,right,Forward,34.0,0.33000001311302185,0.15,0.48,0.0,0.15,2.86,282.5
312,301,158965.0,Bruno Pittón,Squad Club Atlético Unión (Santa Fe),"Feb 11, 1993 (25)",25,left,Defender,14.0,0.33000001311302185,0.16,0.49,0.0,0.06,1.44,728.82
313,302,121313.0,Favio Álvarez,Squad Club Atlético Tucumán,"Jan 23, 1993 (25)",25,right,Midfielder,11.0,0.33000001311302185,0.27,0.6,1.0,0.44,0.57,122.18
314,303,205120.0,Emanuel Iñíguez,Squad Club Atlético Aldosivi,"Sep 16, 1996 (22)",22,right,Defender,21.0,0.3199999928474426,0.09,0.41,0.0,0.04,,840.47
315,304,153417.0,Lucas Martínez Quarta,Squad Club Atlético River Plate,"May 10, 1996 (22)",22,right,Defender,28.0,0.3199999928474426,0.16,0.48,0.0,0.12,7.43,360.0
316,305,96440.0,Leonel Miranda,Squad Club Social y Deportivo Defensa y Justicia,"Jan 7, 1994 (24)",24,right,Midfielder,10.0,0.3100000023841858,0.13,0.44,0.0,0.04,1.71,933.97
317,306,23123.0,Renato Civelli,Squad Club Atlético Banfield,"Oct 14, 1983 (35)",35,right,Defender,2.0,0.30000001192092896,0.07,0.37,0.0,0.03,0.57,990.0
318,307,535.0,Patricio Toranzo,Squad Club Atlético Huracán,"Mar 19, 1982 (36)",36,right,Midfielder,18.0,0.30000001192092896,0.0,0.3,0.0,0.28,0.23,95.28
319,308,10601.0,Hernán Bernardello,Squad Club Atlético Newell's Old Boys,"Aug 3, 1986 (32)",32,right,Midfielder,5.0,0.30000001192092896,0.07,0.37,0.0,0.03,0.34,1054.28
320,309,89096.0,Lucas Villalba,Squad Club Atlético Aldosivi,"Aug 19, 1994 (24)",24,left,Defender,23.0,0.30000001192092896,0.05,0.35,0.0,0.03,1.44,1068.05
321,310,119150.0,Nahitan Nández,Squad Club Atlético Boca Juniors,"Dec 28, 1995 (22)",22,right,Midfielder,15.0,0.2899999916553497,0.29,0.58,0.0,0.12,10.86,441.62
322,311,52386.0,Gonzalo Verón,Squad Club Atlético Independiente,"Dec 24, 1989 (28)",28,right,Midfielder,30.0,0.2899999916553497,0.07,0.36,0.0,0.13,0.86,240.28
323,312,28114.0,Maximiliano Caire,Squad Club Atlético Tigre,"Jul 12, 1988 (30)",30,right,Defender,32.0,0.2899999916553497,0.18,0.47,0.0,0.1,0.4,442.25
324,313,26050.0,Ariel Rojas,Squad Club Atlético San Lorenzo de Almagro,"Jan 16, 1986 (32)",32,left,Midfielder,5.0,0.2800000011920929,0.2,0.48,0.0,0.08,1.14,564.02
325,314,97571.0,Iván Rossi,Squad Club Atlético Huracán,"Nov 1, 1993 (25)",25,left,Midfielder,15.0,0.2800000011920929,0.0,0.28,0.0,0.03,0.57,990.0
326,315,63477.0,Ignacio Fernández,Squad Club Atlético River Plate,"Jan 12, 1990 (28)",28,left,Midfielder,26.0,0.2800000011920929,0.12,0.4,0.0,0.07,5.14,497.02
327,316,8903.0,Jonatan Maidana,Squad Club Atlético River Plate,"Jul 29, 1985 (33)",33,right,Defender,2.0,0.2800000011920929,0.14,0.42,0.0,0.08,1.71,450.0
328,317,112671.0,Rafael Borré,Squad Club Atlético River Plate,"Sep 15, 1995 (23)",23,right,Forward,19.0,0.2800000011920929,0.07,0.35,0.0,0.09,3.43,356.5
329,318,57586.0,Gustavo Toledo,Squad Club Atlético Colón,"Sep 19, 1989 (29)",29,right,Defender,2.0,0.2800000011920929,0.04,0.32,0.0,0.02,1.03,1170.0
330,319,128296.0,Mariano Bareiro,Squad Club Social y Deportivo Defensa y Justicia,"Mar 8, 1995 (23)",23,right,Defender,5.0,0.2700000107288361,0.0,0.27,0.0,0.05,1.14,504.78
331,320,209302.0,Walter Pérez,Squad Club Atlético Huracán,"Oct 23, 1998 (20)",20,left,Midfielder,13.0,0.2700000107288361,0.0,0.27,0.0,0.05,,462.25
332,321,136947.0,Nicolás Da Campo,Squad Club Atlético San Martín (SJ),"Aug 6, 1994 (24)",24,right,Midfielder,21.0,0.2700000107288361,0.08,0.35,0.0,0.19,0.69,168.52
333,322,89354.0,Nery Domínguez,Squad Racing Club,"Apr 9, 1990 (28)",28,right,Midfielder,23.0,0.25999999046325684,0.17,0.43,0.0,0.08,1.14,471.23
334,323,126587.0,Denis Rodríguez,Squad Club Atlético Belgrano,"Mar 21, 1996 (22)",22,right,Midfielder,30.0,0.25999999046325684,0.13,0.39,0.0,0.07,0.57,470.1
335,324,16183.0,Julio Buffarini,Squad Club Atlético Boca Juniors,"Aug 18, 1988 (30)",30,right,Defender,4.0,0.25999999046325684,0.04,0.3,1.0,0.06,2.29,450.0
336,325,76105.0,Leonardo Jara,Squad Club Atlético Boca Juniors,"May 20, 1991 (27)",27,right,Defender,29.0,0.25,0.11,0.36,0.0,0.1,4.0,310.8
337,326,176520.0,Juan Rodríguez,Squad Club Atlético San Martín (SJ),"Feb 28, 1994 (24)",24,right,Defender,18.0,0.25,0.07,0.32,0.0,0.08,,360.0
338,327,61653.0,Paolo Goltz,Squad Club Atlético Boca Juniors,"May 12, 1985 (33)",33,right,Defender,2.0,0.25,0.25,0.5,0.0,0.06,2.06,804.02
339,328,167929.0,Braian Rivero,Squad Club Atlético Newell's Old Boys,"Feb 22, 1996 (22)",22,right,Midfielder,8.0,0.239999994635582,0.08,0.32,0.0,0.06,0.29,517.93
340,329,192596.0,Marcelo Torres,Squad Club Atlético Banfield,"Nov 6, 1997 (21)",21,right,Forward,11.0,0.239999994635582,0.0,0.24,0.0,0.14,0.69,156.75
341,330,148044.0,Exequiel Palacios,Squad Club Atlético River Plate,"Oct 5, 1998 (20)",20,right,Midfielder,15.0,0.239999994635582,0.1,0.34,1.0,0.07,4.29,429.17
342,331,186086.0,Maximiliano Cuadra,Squad Racing Club,"Jun 6, 1995 (23)",23,right,Forward,27.0,0.239999994635582,0.0,0.24,1.0,0.17,2.29,127.4
343,332,193186.0,Gonzalo Asís,Squad Club Atlético Independiente,"Mar 28, 1996 (22)",22,right,Defender,15.0,0.239999994635582,0.07,0.31,0.0,0.17,,161.57
344,333,209377.0,Andrés Lioi,Squad Club Atlético Rosario Central,"Mar 7, 1997 (21)",21,right,Midfielder,18.0,0.239999994635582,0.12,0.36,0.0,0.11,1.14,290.63
345,334,24544.0,Julio González,Squad Club Social y Deportivo Defensa y Justicia,"Jun 28, 1992 (26)",26,right,Defender,4.0,0.239999994635582,0.24,0.48,0.0,0.12,,360.0
346,335,39790.0,Facundo Sánchez,Squad Club Estudiantes de La Plata,"Mar 7, 1990 (28)",28,right,Defender,14.0,0.239999994635582,0.24,0.48,0.0,0.04,2.86,1026.7
347,336,88395.0,Leonel Di Plácido,Squad Club Atlético Lanús,"Jan 28, 1994 (24)",24,right,Defender,26.0,0.2300000041723252,0.0,0.23,0.0,0.03,0.91,821.77
348,337,79856.0,Guillermo Ortiz,Squad Club Atlético Colón,"Aug 9, 1992 (26)",26,left,Defender,24.0,0.2300000041723252,0.23,0.46,0.0,0.06,3.15,637.78
349,338,126637.0,Santiago Rosales,Squad Club de Gimnasia y Esgrima La Plata,"Mar 22, 1995 (23)",23,right,Midfielder,10.0,0.2300000041723252,0.23,0.46,0.0,0.15,2.74,275.3
350,339,60018.0,Rafael Delgado,Squad Club Social y Deportivo Defensa y Justicia,"Jan 13, 1990 (28)",28,left,Defender,33.0,0.2300000041723252,0.07,0.3,0.0,0.06,1.71,449.68
351,340,215882.0,Manuel Insaurralde,Squad Club Atlético San Lorenzo de Almagro,"Jan 31, 1999 (19)",19,right,Midfielder,36.0,0.2300000041723252,0.0,0.23,0.0,0.08,,255.0
352,341,210852.0,Iván Erquiaga,Squad Club Estudiantes de La Plata,"Mar 26, 1998 (20)",20,left,Defender,3.0,0.2199999988079071,0.07,0.29,0.0,0.03,,885.63
353,343,89017.0,Christian Bernardi,Squad Club Atlético Colón,"Apr 10, 1990 (28)",28,right,Midfielder,23.0,0.2199999988079071,0.0,0.22,0.0,0.06,0.69,352.23
354,344,55204.0,Diego Sosa,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Oct 24, 1991 (27)",27,right,Defender,20.0,0.2199999988079071,0.13,0.35,0.0,0.07,0.23,450.43
355,344,55204.0,Diego Sosa,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Oct 24, 1991 (27)",27,right,Midfielder,20.0,0.2199999988079071,0.13,0.35,0.0,0.07,0.23,450.43
356,380,186251.0,Diego Sosa,Squad Club Atlético Tigre,"Jul 28, 1997 (21)",21,left,Defender,29.0,0.14000000059604645,0.1,0.24,0.0,0.07,0.91,323.5
357,380,186251.0,Diego Sosa,Squad Club Atlético Tigre,"Jul 28, 1997 (21)",21,left,Midfielder,29.0,0.14000000059604645,0.1,0.24,0.0,0.07,0.91,323.5
358,345,172673.0,Claudio Bravo,Squad Club Atlético Banfield,"Mar 13, 1997 (21)",21,left,Defender,3.0,0.2199999988079071,0.0,0.22,0.0,0.04,0.34,540.0
359,346,198924.0,Juan Pablo Álvarez,Squad Club Atlético Banfield,"Feb 10, 1996 (22)",22,right,Midfielder,22.0,0.2199999988079071,0.15,0.37,0.0,0.16,0.17,203.27
360,347,210881.0,Leonardo Balerdi,Squad Club Atlético Boca Juniors,"Jan 26, 1999 (19)",19,right,Defender,26.0,0.2199999988079071,0.22,0.44,0.0,0.09,,450.0
361,348,96979.0,Federico Gino,Squad Club Atlético Aldosivi,"Feb 26, 1993 (25)",25,right,Midfielder,29.0,0.2199999988079071,0.16,0.38,0.0,0.09,0.31,364.17
362,349,190843.0,Facundo Medina,Squad Club Atlético Talleres,"May 28, 1999 (19)",19,left,Defender,30.0,0.20999999344348907,0.13,0.34,0.0,0.03,0.06,1080.0
363,350,8867.0,José San Róman,Squad Club Atlético Tucumán,"Aug 17, 1988 (30)",30,right,Defender,20.0,0.20999999344348907,0.11,0.32,1.0,0.03,0.46,993.88
364,351,179925.0,Gonzalo Escobar,Squad Club Atlético Colón,"Mar 16, 1997 (21)",21,left,Defender,31.0,0.20999999344348907,0.13,0.34,0.0,0.04,1.71,804.88
365,352,49610.0,Leonardo Gil,Squad Club Atlético Rosario Central,"May 31, 1991 (27)",27,left,Midfielder,5.0,0.20999999344348907,0.0,0.21,1.0,0.02,4.0,977.4
366,353,94225.0,Joaquín Laso,Squad Club Atlético Vélez Sarsfield,"Jul 4, 1990 (28)",28,right,Defender,6.0,0.20000000298023224,0.0,0.2,0.0,0.02,0.34,990.0
367,354,473.0,Rodrigo Braña,Squad Club Estudiantes de La Plata,"Mar 7, 1979 (39)",39,right,Midfielder,22.0,0.20000000298023224,0.0,0.2,0.0,0.03,0.23,711.42
368,355,3099.0,Israel Damonte,Squad Club Atlético Huracán,"Jan 6, 1982 (36)",36,right,Midfielder,5.0,0.20000000298023224,0.0,0.2,0.0,0.02,0.29,830.45
369,356,196046.0,Nahuel Barrios,Squad Club Atlético San Lorenzo de Almagro,"May 7, 1998 (20)",20,right,Midfielder,28.0,0.20000000298023224,0.2,0.4,0.0,0.16,2.29,231.17
370,357,55325.0,Brian Montenegro,Squad Club Atlético Talleres,"Jun 10, 1993 (25)",25,right,Forward,27.0,0.1899999976158142,0.19,0.38,0.0,0.13,0.46,262.6
371,358,59721.0,Franco Mussis,Squad Club Atlético San Lorenzo de Almagro,"Apr 19, 1992 (26)",26,both,Midfielder,7.0,0.1899999976158142,0.09,0.28,1.0,0.06,2.06,396.32
372,359,19308.0,Álvaro Fernández,Squad Club Atlético San Martín (Tucumán),"Oct 11, 1985 (33)",33,right,Midfielder,23.0,0.18000000715255735,0.18,0.36,0.0,0.11,0.46,282.42
373,360,179341.0,Tomás Sandoval,Squad Club Atlético Colón,"Mar 30, 1999 (19)",19,right,Forward,32.0,0.18000000715255735,0.18,0.36,0.0,0.68,0.34,47.35
374,361,204644.0,Matías Melluso,Squad Club de Gimnasia y Esgrima La Plata,"Jun 9, 1998 (20)",20,left,Defender,32.0,0.18000000715255735,0.0,0.18,0.0,0.01,0.06,1087.13
375,362,202647.0,Leandro Lencinas,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Mar 6, 1995 (23)",23,left,Forward,17.0,0.18000000715255735,0.1,0.28,0.0,0.09,0.17,270.48
376,363,47915.0,Emanuel Olivera,Squad Club Atlético Colón,"Apr 2, 1990 (28)",28,right,Defender,6.0,0.18000000715255735,0.11,0.29,0.0,0.03,0.4,810.0
377,364,89965.0,Fernando Evangelista,Squad Club Estudiantes de La Plata,"Oct 21, 1991 (27)",27,left,Defender,13.0,0.18000000715255735,0.0,0.18,0.0,0.06,0.69,266.62
378,365,128530.0,Alex Silva,Squad Club Atlético San Martín (SJ),"Jun 15, 1993 (25)",25,right,Defender,16.0,0.17000000178813934,0.04,0.21,0.0,0.13,0.57,151.18
379,366,196095.0,Fernando Núñez,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Jul 22, 1995 (23)",23,right,Forward,23.0,0.17000000178813934,0.0,0.17,0.0,0.07,0.06,204.15
380,367,182838.0,Norberto Briasco,Squad Club Atlético Huracán,"Feb 29, 1996 (22)",22,left,Forward,20.0,0.17000000178813934,0.0,0.17,0.0,0.08,0.57,198.95
381,368,210465.0,Ignacio Aliseda,Squad Club Social y Deportivo Defensa y Justicia,"Mar 14, 2000 (18)",18,both,Midfielder,31.0,0.17000000178813934,0.0,0.17,0.0,0.07,,234.12
382,369,46601.0,Jorge Moreira,Squad Club Atlético River Plate,"Feb 1, 1990 (28)",28,right,Defender,4.0,0.1599999964237213,0.16,0.32,0.0,0.06,1.71,513.53
383,370,67.0,Néstor Ortigoza,Squad Club Atlético Rosario Central,"Oct 7, 1984 (34)",34,right,Midfielder,10.0,0.1599999964237213,0.07,0.23,0.0,0.02,0.57,981.0
384,371,8484.0,Miguel Torrén,Squad Asociación Atlética Argentinos Juniors,"Aug 12, 1988 (30)",30,right,Defender,2.0,0.1599999964237213,0.0,0.16,0.0,0.01,0.8,990.0
385,372,86457.0,Guido Herrera,Squad Club Atlético Talleres,"Feb 29, 1992 (26)",26,left,Goalie,22.0,0.1599999964237213,0.0,0.16,0.0,0.01,1.44,1170.0
386,373,24885.0,Luciano Lollo,Squad Club Atlético River Plate,"Mar 29, 1987 (31)",31,right,Defender,6.0,0.1599999964237213,0.0,0.16,1.0,0.04,1.44,360.0
387,374,105810.0,Luis Amarilla,Squad Club Atlético Vélez Sarsfield,"Aug 25, 1995 (23)",23,right,Forward,20.0,0.1599999964237213,0.0,0.16,0.0,0.12,0.29,119.48
388,375,126549.0,Javier Iritier,Squad Club Atlético Aldosivi,"Dec 20, 1994 (23)",23,right,Forward,18.0,0.1599999964237213,0.0,0.16,0.0,0.05,0.4,270.85
389,376,37092.0,Enzo Pérez,Squad Club Atlético River Plate,"Feb 22, 1986 (32)",32,right,Midfielder,24.0,0.15000000596046448,0.0,0.15,0.0,0.03,2.86,539.15
390,377,57003.0,Fernando Coniglio,Squad Club Atlético Lanús,"Nov 24, 1991 (27)",27,right,Forward,9.0,0.15000000596046448,0.0,0.15,0.0,0.06,2.29,235.87
391,378,98844.0,Gabriel Gudiño,Squad Club Atlético San Lorenzo de Almagro,"Mar 16, 1992 (26)",26,right,Midfielder,8.0,0.15000000596046448,0.0,0.15,0.0,0.1,2.29,129.13
392,379,219117.0,Álvaro Barreal,Squad Club Atlético Vélez Sarsfield,"Aug 17, 2000 (18)",18,left,Midfielder,31.0,0.14000000059604645,0.0,0.14,0.0,0.08,,157.07
393,381,20478.0,Facundo Castillón,Squad Club Atlético Aldosivi,"Aug 21, 1985 (33)",33,right,Midfielder,19.0,0.14000000059604645,0.14,0.28,0.0,0.12,0.29,210.95
394,382,72090.0,Federico Bravo,Squad Club Atlético Patronato de la Juventud Católica,"Oct 5, 1993 (25)",25,right,Midfielder,22.0,0.14000000059604645,0.14,0.28,0.0,0.05,0.57,465.73
395,383,98007.0,Eugenio Isnaldo,Squad Club Social y Deportivo Defensa y Justicia,"Jan 7, 1994 (24)",24,left,Forward,11.0,0.14000000059604645,0.14,0.28,0.0,0.28,0.69,90.0
396,384,174330.0,Damián Batallini,Squad Asociación Atlética Argentinos Juniors,"Jun 24, 1996 (22)",22,right,Forward,11.0,0.14000000059604645,0.14,0.28,0.0,0.18,2.29,136.32
397,385,75491.0,Iván Gómez,Squad Club Estudiantes de La Plata,"Feb 28, 1997 (21)",21,right,Midfielder,4.0,0.12999999523162842,0.05,0.18,0.0,0.02,0.57,864.1
398,386,80233.0,Gonzalo Bettini,Squad Club Atlético Rosario Central,"Sep 26, 1992 (26)",26,left,Defender,4.0,0.12999999523162842,0.13,0.26,0.0,0.02,0.69,1080.0
399,387,359.0,Néstor Moiraghi,Squad Club Atlético Tigre,"Apr 19, 1984 (34)",34,left,Defender,3.0,0.12999999523162842,0.0,0.13,0.0,0.01,0.46,810.0
400,388,178490.0,Carlos Benavídez,Squad Club Atlético Independiente,"Mar 30, 1998 (20)",20,right,Midfielder,21.0,0.12999999523162842,0.0,0.13,0.0,0.07,2.29,159.07
401,389,251.0,Lucas Licht,Squad Club de Gimnasia y Esgrima La Plata,"Apr 6, 1981 (37)",37,left,Defender,25.0,0.12999999523162842,0.06,0.19,0.0,0.12,0.11,144.77
402,390,53904.0,Bruno Zuculini,Squad Club Atlético River Plate,"Apr 2, 1993 (25)",25,right,Midfielder,5.0,0.12999999523162842,0.0,0.13,0.0,0.02,2.86,568.23
403,391,167687.0,Fabián Henríquez,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Jun 8, 1995 (23)",23,right,Midfielder,19.0,0.12999999523162842,0.0,0.13,0.0,0.02,0.57,551.98
404,392,208462.0,Hernán De La Fuente,Squad Club Atlético Vélez Sarsfield,"Jan 7, 1997 (21)",21,right,Defender,4.0,0.12999999523162842,0.0,0.13,0.0,0.04,0.69,270.0
405,393,16123.0,Bruno Urribarri,Squad Club Atlético Patronato de la Juventud Católica,"Nov 6, 1986 (32)",32,left,Defender,23.0,0.12999999523162842,0.06,0.19,0.0,0.03,0.17,540.0
406,394,6084.0,Mauro Bogado,Squad Club Atlético Huracán,"May 31, 1985 (33)",33,right,Midfielder,8.0,0.119999997317791,0.0,0.12,0.0,0.11,0.4,94.7
407,395,55208.0,Juan Sánchez Miño,Squad Club Atlético Independiente,"Jan 1, 1990 (28)",28,left,Defender,6.0,0.119999997317791,0.0,0.12,0.0,0.01,5.14,754.82
408,396,30969.0,Francisco Silva,Squad Club Atlético Independiente,"Feb 11, 1986 (32)",32,right,Midfielder,22.0,0.119999997317791,0.0,0.12,0.0,0.04,2.06,248.38
409,397,63356.0,Juan Galeano,Squad Club Atlético Aldosivi,"Jul 3, 1988 (30)",30,-,Midfielder,8.0,0.119999997317791,0.0,0.12,0.0,0.03,0.11,308.68
410,398,129572.0,Hernán Menosse,Squad Club Atlético Belgrano,"Apr 28, 1987 (31)",31,right,Defender,2.0,0.119999997317791,0.0,0.12,0.0,0.01,0.46,739.5
411,399,16271.0,Alexis Niz,Squad Club Atlético Tigre,"May 17, 1988 (30)",30,right,Defender,4.0,0.119999997317791,0.0,0.12,0.0,0.03,0.34,336.47
412,400,75517.0,Bruno Vides,Squad Club Atlético Lanús,"Feb 20, 1993 (25)",25,right,Forward,32.0,0.10999999940395357,0.0,0.11,0.0,0.27,0.57,36.8
413,401,118014.0,Rodrigo Arciero,Squad Club Atlético Banfield,"Mar 12, 1993 (25)",25,right,Defender,4.0,0.10999999940395357,0.11,0.22,0.0,0.02,0.17,981.78
414,402,100773.0,Fabricio Bustos,Squad Club Atlético Independiente,"Apr 28, 1996 (22)",22,right,Defender,16.0,0.10999999940395357,0.0,0.11,0.0,0.01,11.43,868.73
415,403,45619.0,Nelson Acevedo,Squad Club Atlético Unión (Santa Fe),"Jul 11, 1988 (30)",30,right,Midfielder,5.0,0.10999999940395357,0.0,0.11,0.0,0.01,0.69,869.55
416,404,195168.0,Nehuén Pérez,Squad Asociación Atlética Argentinos Juniors,"Jun 24, 2000 (18)",18,right,Defender,6.0,0.10999999940395357,0.11,0.22,0.0,0.22,,90.0
417,405,166837.0,Hernán Toledo,Squad Asociación Atlética Argentinos Juniors,"Jan 17, 1996 (22)",22,right,Forward,19.0,0.10000000149011612,0.1,0.2,0.0,0.04,1.14,409.08
418,406,32236.0,Nicolás Bertolo,Squad Club Atlético Banfield,"Jan 2, 1986 (32)",32,right,Forward,8.0,0.10000000149011612,0.0,0.1,0.0,0.04,0.86,226.0
419,407,58048.0,Luciano Abecasis,Squad Club Deportivo Godoy Cruz Antonio Tomba,"Jun 4, 1990 (28)",28,right,Defender,29.0,0.10000000149011612,0.06,0.16,0.0,0.02,2.86,810.0
420,408,179724.0,Jonatan Goitia,Squad Club Atlético San Martín (SJ),"Aug 2, 1994 (24)",24,left,Defender,19.0,0.10000000149011612,0.1,0.2,0.0,0.04,0.17,496.12
421,409,192595.0,Franco Moyano,Squad Club Atlético San Lorenzo de Almagro,"Sep 13, 1997 (21)",21,right,Midfielder,34.0,0.10000000149011612,0.1,0.2,0.0,0.04,0.57,475.05
422,410,79278.0,Gastón Silva,Squad Club Atlético Independiente,"Mar 5, 1994 (24)",24,left,Defender,20.0,0.10000000149011612,0.0,0.1,0.0,0.02,2.86,450.0
423,411,111092.0,Joaquín Pereyra,Squad Club Atlético Rosario Central,"Dec 1, 1998 (20)",20,left,Midfielder,7.0,0.10000000149011612,0.04,0.14,0.0,0.21,0.69,59.23
424,412,200980.0,Enzo Ybáñez,Squad Asociación Atlética Argentinos Juniors,"Aug 29, 1998 (20)",20,left,Defender,13.0,0.10000000149011612,0.0,0.1,0.0,0.02,0.06,360.0
425,413,105325.0,Federico Milo,Squad Club Atlético San Martín (SJ),"Jan 10, 1992 (26)",26,left,Defender,25.0,0.10000000149011612,0.0,0.1,0.0,0.01,0.29,623.43
426,414,1318.0,Adrián Bastía,Squad Club Atlético Colón,"Dec 20, 1978 (39)",39,right,Midfielder,14.0,0.09000000357627869,0.09,0.18,0.0,0.05,0.11,341.68
427,415,33527.0,Alejandro Donatti,Squad Racing Club,"Oct 24, 1986 (32)",32,right,Defender,2.0,0.09000000357627869,0.0,0.09,0.0,0.04,1.71,183.23
428,416,118231.0,Pablo Galdames,Squad Club Atlético Vélez Sarsfield,"Dec 30, 1996 (21)",21,right,Midfielder,27.0,0.09000000357627869,0.0,0.09,0.0,0.08,0.57,103.03
429,417,69296.0,Arián Pucheta,Squad Club Atlético San Martín (SJ),"Mar 8, 1995 (23)",23,left,Defender,6.0,0.09000000357627869,0.0,0.09,0.0,0.01,0.29,702.47
430,418,120431.0,Alexis Soto,Squad Racing Club,"Oct 20, 1993 (25)",25,left,Defender,3.0,0.09000000357627869,0.0,0.09,0.0,0.05,3.2,148.85
431,419,28317.0,Iván Pillud,Squad Racing Club,"Apr 24, 1986 (32)",32,right,Defender,4.0,0.09000000357627869,0.09,0.18,0.0,0.07,0.69,230.95
432,420,68988.0,Nery Leyes,Squad Club Atlético Tucumán,"Sep 5, 1989 (29)",29,right,Midfielder,38.0,0.09000000357627869,0.09,0.18,0.0,0.04,0.4,371.98
433,421,100662.0,Aldo Araujo,Squad Club Atlético Talleres,"Jan 3, 1992 (26)",26,right,Forward,11.0,0.07999999821186066,0.0,0.08,0.0,0.06,0.4,120.53
